Table Name,State Code,District Code,Area Name,Total/ Rural/Urban,Present Age,Total Women,Total Ever Married Women,Total Ever Married Women - Parity - 0,Total Ever Married Women - Parity - 1,Total Ever Married Women - Parity - 2,Total Ever Married Women - Parity - 3,Total Ever Married Women - Parity - 4,Total Ever Married Women - Parity - 5,Total Ever Married Women - Parity - 6,Total Ever Married Women - Parity - 7+,Total Children Ever Born - Persons,Total Children Ever Born - Male,Total Children Ever Born - Female
F01ST33,33,610,District - Erode,Urban,75-79,10,10,1,0,0,3,3,2,0,1,39,17,22
F01ST33,33,610,District - Erode,Urban,80+,10,10,1,1,0,2,3,1,0,2,41,24,17
F01ST33,33,611,District - The Nilgiris,Total,All Ages,16722,9954,2011,1655,2425,1862,998,527,232,244,22075,11489,10586
F01ST33,33,611,District - The Nilgiris,Total,Less than 15,4782,45,36,2,7,0,0,0,0,0,16,9,7
F01ST33,33,611,District - The Nilgiris,Total,15-19,1457,316,219,68,22,6,1,0,0,0,134,75,59
F01ST33,33,611,District - The Nilgiris,Total,20-24,1645,1188,487,340,263,76,17,1,2,2,1194,601,593
F01ST33,33,611,District - The Nilgiris,Total,25-29,1635,1449,312,306,438,266,93,19,4,11,2561,1271,1290
F01ST33,33,611,District - The Nilgiris,Total,30-34,1194,1118,172,145,344,259,138,40,8,12,2507,1309,1198
F01ST33,33,611,District - The Nilgiris,Total,35-39,1299,1255,158,153,345,310,154,83,32,20,3156,1600,1556
F01ST33,33,611,District - The Nilgiris,Total,40-44,1090,1057,131,126,258,251,145,87,34,25,2817,1490,1327
F01ST33,33,611,District - The Nilgiris,Total,45-49,1081,1062,132,157,249,231,134,90,37,32,2811,1508,1303
F01ST33,33,611,District - The Nilgiris,Total,50-54,733,720,105,121,156,158,79,55,25,21,1812,976,836
F01ST33,33,611,District - The Nilgiris,Total,55-59,547,541,77,70,112,101,82,52,26,21,1500,783,717
F01ST33,33,611,District - The Nilgiris,Total,60-64,484,473,70,63,98,81,60,48,26,27,1349,703,646
F01ST33,33,611,District - The Nilgiris,Total,65-69,285,281,40,36,55,55,25,22,17,31,879,468,411
F01ST33,33,611,District - The Nilgiris,Total,70-74,184,182,19,27,36,25,37,13,8,17,580,303,277
F01ST33,33,611,District - The Nilgiris,Total,75-79,100,100,17,13,20,16,15,8,6,5,280,131,149
F01ST33,33,611,District - The Nilgiris,Total,80+,167,154,33,24,22,25,17,9,7,17,441,240,201
F01ST33,33,611,District - The Nilgiris,Rural,All Ages,11585,6930,1443,1111,1687,1305,682,378,151,173,15327,8053,7274
F01ST33,33,611,District - The Nilgiris,Rural,Less than 15,3216,34,26,1,7,0,0,0,0,0,15,9,6
F01ST33,33,611,District - The Nilgiris,Rural,15-19,1009,206,144,41,17,3,1,0,0,0,88,50,38
F01ST33,33,611,District - The Nilgiris,Rural,20-24,1110,783,340,216,172,41,12,0,1,1,744,375,369
F01ST33,33,611,District - The Nilgiris,Rural,25-29,1089,944,213,197,298,160,55,9,4,8,1628,818,810
F01ST33,33,611,District - The Nilgiris,Rural,30-34,835,772,134,97,237,170,91,28,5,10,1698,877,821
F01ST33,33,611,District - The Nilgiris,Rural,35-39,908,873,116,104,241,225,96,59,17,15,2166,1126,1040
F01ST33,33,611,District - The Nilgiris,Rural,40-44,759,734,94,92,171,188,102,56,17,14,1903,1018,885
F01ST33,33,611,District - The Nilgiris,Rural,45-49,773,758,98,116,173,171,86,69,24,21,1975,1063,912
F01ST33,33,611,District - The Nilgiris,Rural,50-54,516,510,77,84,103,115,58,40,19,14,1292,715,577
F01ST33,33,611,District - The Nilgiris,Rural,55-59,393,388,61,43,80,73,59,40,18,14,1073,554,519
F01ST33,33,611,District - The Nilgiris,Rural,60-64,355,347,52,42,75,59,46,34,20,19,996,527,469
F01ST33,33,611,District - The Nilgiris,Rural,65-69,220,217,32,24,46,44,20,17,10,24,667,354,313
F01ST33,33,611,District - The Nilgiris,Rural,70-74,133,132,11,19,27,17,29,11,5,13,437,236,201
F01ST33,33,611,District - The Nilgiris,Rural,75-79,88,88,12,11,20,15,14,7,6,3,247,116,131
F01ST33,33,611,District - The Nilgiris,Rural,80+,145,133,30,20,20,23,13,8,5,14,367,198,169
F01ST33,33,611,District - The Nilgiris,Urban,All Ages,5137,3024,568,544,738,557,316,149,81,71,6748,3436,3312
F01ST33,33,611,District - The Nilgiris,Urban,Less than 15,1566,11,10,1,0,0,0,0,0,0,1,0,1
F01ST33,33,611,District - The Nilgiris,Urban,15-19,448,110,75,27,5,3,0,0,0,0,46,25,21
F01ST33,33,611,District - The Nilgiris,Urban,20-24,535,405,147,124,91,35,5,1,1,1,450,226,224
F01ST33,33,611,District - The Nilgiris,Urban,25-29,546,505,99,109,140,106,38,10,0,3,933,453,480
F01ST33,33,611,District - The Nilgiris,Urban,30-34,359,346,38,48,107,89,47,12,3,2,809,432,377
F01ST33,33,611,District - The Nilgiris,Urban,35-39,391,382,42,49,104,85,58,24,15,5,990,474,516
F01ST33,33,611,District - The Nilgiris,Urban,40-44,331,323,37,34,87,63,43,31,17,11,914,472,442
F01ST33,33,611,District - The Nilgiris,Urban,45-49,308,304,34,41,76,60,48,21,13,11,836,445,391
F01ST33,33,611,District - The Nilgiris,Urban,50-54,217,210,28,37,53,43,21,15,6,7,520,261,259
F01ST33,33,611,District - The Nilgiris,Urban,55-59,154,153,16,27,32,28,23,12,8,7,427,229,198
F01ST33,33,611,District - The Nilgiris,Urban,60-64,129,126,18,21,23,22,14,14,6,8,353,176,177
F01ST33,33,611,District - The Nilgiris,Urban,65-69,65,64,8,12,9,11,5,5,7,7,212,114,98
F01ST33,33,611,District - The Nilgiris,Urban,70-74,51,50,8,8,9,8,8,2,3,4,143,67,76
F01ST33,33,611,District - The Nilgiris,Urban,75-79,12,12,5,2,0,1,1,1,0,2,33,15,18
F01ST33,33,611,District - The Nilgiris,Urban,80+,22,21,3,4,2,2,4,1,2,3,74,42,32
F01ST33,33,612,District - Dindigul,Total,All Ages,3969,2306,479,364,515,399,232,150,77,90,5443,2774,2669
F01ST33,33,612,District - Dindigul,Total,Less than 15,1249,9,7,2,0,0,0,0,0,0,2,0,2
F01ST33,33,612,District - Dindigul,Total,15-19,338,77,53,15,6,1,2,0,0,0,38,17,21
F01ST33,33,612,District - Dindigul,Total,20-24,367,269,108,81,54,19,1,1,2,3,290,149,141
F01ST33,33,612,District - Dindigul,Total,25-29,443,407,84,78,121,75,38,7,2,2,758,395,363
F01ST33,33,612,District - Dindigul,Total,30-34,283,278,34,36,83,68,28,16,11,2,679,334,345
F01ST33,33,612,District - Dindigul,Total,35-39,331,320,42,42,77,60,51,30,8,10,855,419,436
F01ST33,33,612,District - Dindigul,Total,40-44,256,253,28,26,62,57,30,32,11,7,725,393,332
F01ST33,33,612,District - Dindigul,Total,45-49,205,201,30,26,38,38,33,11,12,13,570,295,275
F01ST33,33,612,District - Dindigul,Total,50-54,149,148,28,20,38,19,15,6,9,13,392,219,173
F01ST33,33,612,District - Dindigul,Total,55-59,130,128,26,10,16,26,18,14,7,11,390,207,183
F01ST33,33,612,District - Dindigul,Total,60-64,108,108,22,15,8,19,8,18,7,11,344,161,183
F01ST33,33,612,District - Dindigul,Total,65-69,61,59,9,9,8,6,4,10,4,9,208,97,111
F01ST33,33,612,District - Dindigul,Total,70-74,32,32,6,1,4,7,3,4,2,5,114,52,62
F01ST33,33,612,District - Dindigul,Total,75-79,10,10,1,0,0,2,0,1,2,4,65,32,33
F01ST33,33,612,District - Dindigul,Total,80+,7,7,1,3,0,2,1,0,0,0,13,4,9
F01ST33,33,612,District - Dindigul,Rural,All Ages,2227,1320,308,220,292,216,129,82,43,30,2864,1434,1430
F01ST33,33,612,District - Dindigul,Rural,Less than 15,676,6,4,2,0,0,0,0,0,0,2,0,2
F01ST33,33,612,District - Dindigul,Rural,15-19,186,41,24,10,5,0,2,0,0,0,28,16,12
F01ST33,33,612,District - Dindigul,Rural,20-24,211,155,76,41,27,7,1,1,2,0,137,62,75
F01ST33,33,612,District - Dindigul,Rural,25-29,264,244,56,50,76,37,17,5,2,1,425,214,211
F01ST33,33,612,District - Dindigul,Rural,30-34,163,160,24,19,40,44,21,6,4,2,384,187,197
F01ST33,33,612,District - Dindigul,Rural,35-39,197,190,31,31,42,33,23,17,7,6,480,236,244
F01ST33,33,612,District - Dindigul,Rural,40-44,138,137,18,12,37,33,17,13,6,1,361,198,163
F01ST33,33,612,District - Dindigul,Rural,45-49,117,114,20,14,26,20,18,8,5,3,289,152,137
F01ST33,33,612,District - Dindigul,Rural,50-54,81,81,14,15,20,8,9,5,6,4,205,116,89
F01ST33,33,612,District - Dindigul,Rural,55-59,69,68,18,6,8,10,11,7,4,4,189,106,83
F01ST33,33,612,District - Dindigul,Rural,60-64,69,69,14,11,4,14,5,12,3,6,202,85,117
F01ST33,33,612,District - Dindigul,Rural,65-69,36,35,6,6,6,5,2,6,2,2,99,41,58
F01ST33,33,612,District - Dindigul,Rural,70-74,14,14,3,0,1,4,2,2,1,1,47,18,29
F01ST33,33,612,District - Dindigul,Rural,75-79,2,2,0,0,0,1,0,0,1,0,9,1,8
F01ST33,33,612,District - Dindigul,Rural,80+,4,4,0,3,0,0,1,0,0,0,7,2,5
F01ST33,33,612,District - Dindigul,Urban,All Ages,1742,986,171,144,223,183,103,68,34,60,2579,1340,1239
F01ST33,33,612,District - Dindigul,Urban,Less than 15,573,3,3,0,0,0,0,0,0,0,0,0,0
F01ST33,33,612,District - Dindigul,Urban,15-19,152,36,29,5,1,1,0,0,0,0,10,1,9
F01ST33,33,612,District - Dindigul,Urban,20-24,156,114,32,40,27,12,0,0,0,3,153,87,66
F01ST33,33,612,District - Dindigul,Urban,25-29,179,163,28,28,45,38,21,2,0,1,333,181,152
F01ST33,33,612,District - Dindigul,Urban,30-34,120,118,10,17,43,24,7,10,7,0,295,147,148
F01ST33,33,612,District - Dindigul,Urban,35-39,134,130,11,11,35,27,28,13,1,4,375,183,192
F01ST33,33,612,District - Dindigul,Urban,40-44,118,116,10,14,25,24,13,19,5,6,364,195,169
F01ST33,33,612,District - Dindigul,Urban,45-49,88,87,10,12,12,18,15,3,7,10,281,143,138
F01ST33,33,612,District - Dindigul,Urban,50-54,68,67,14,5,18,11,6,1,3,9,187,103,84
F01ST33,33,612,District - Dindigul,Urban,55-59,61,60,8,4,8,16,7,7,3,7,201,101,100
F01ST33,33,612,District - Dindigul,Urban,60-64,39,39,8,4,4,5,3,6,4,5,142,76,66
F01ST33,33,612,District - Dindigul,Urban,65-69,25,24,3,3,2,1,2,4,2,7,109,56,53
F01ST33,33,612,District - Dindigul,Urban,70-74,18,18,3,1,3,3,1,2,1,4,67,34,33
F01ST33,33,612,District - Dindigul,Urban,75-79,8,8,1,0,0,1,0,1,1,4,56,31,25
F01ST33,33,612,District - Dindigul,Urban,80+,3,3,1,0,0,2,0,0,0,0,6,2,4
F01ST33,33,613,District - Karur,Total,All Ages,278,174,32,31,61,29,10,4,6,1,345,170,175
F01ST33,33,613,District - Karur,Total,Less than 15,73,1,1,0,0,0,0,0,0,0,0,0,0
F01ST33,33,613,District - Karur,Total,15-19,25,5,5,0,0,0,0,0,0,0,0,0,0
F01ST33,33,613,District - Karur,Total,20-24,22,14,5,6,3,0,0,0,0,0,12,5,7
F01ST33,33,613,District - Karur,Total,25-29,23,19,2,5,7,5,0,0,0,0,34,17,17
F01ST33,33,613,District - Karur,Total,30-34,21,21,2,4,11,3,1,0,0,0,39,18,21
F01ST33,33,613,District - Karur,Total,35-39,27,27,2,4,13,7,1,0,0,0,55,25,30
F01ST33,33,613,District - Karur,Total,40-44,29,29,5,8,12,4,0,0,0,0,44,20,24
F01ST33,33,613,District - Karur,Total,45-49,14,14,5,0,5,1,1,2,0,0,27,19,8
F01ST33,33,613,District - Karur,Total,50-54,13,13,1,3,4,4,1,0,0,0,27,15,12
F01ST33,33,613,District - Karur,Total,55-59,6,6,0,1,2,1,1,0,1,0,18,7,11
F01ST33,33,613,District - Karur,Total,60-64,4,4,0,0,1,1,2,0,0,0,13,6,7
F01ST33,33,613,District - Karur,Total,65-69,6,6,0,0,1,1,2,0,1,1,28,10,18
F01ST33,33,613,District - Karur,Total,70-74,14,14,4,0,1,2,1,2,4,0,46,26,20
F01ST33,33,613,District - Karur,Total,75-79,0,0,0,0,0,0,0,0,0,0,0,0,0
F01ST33,33,613,District - Karur,Total,80+,1,1,0,0,1,0,0,0,0,0,2,2,0
F01ST33,33,613,District - Karur,Rural,All Ages,90,57,16,4,13,12,8,1,2,1,124,59,65
F01ST33,33,613,District - Karur,Rural,Less than 15,27,1,1,0,0,0,0,0,0,0,0,0,0
F01ST33,33,613,District - Karur,Rural,15-19,7,2,2,0,0,0,0,0,0,0,0,0,0
F01ST33,33,613,District - Karur,Rural,20-24,9,8,4,3,1,0,0,0,0,0,5,3,2
F01ST33,33,613,District - Karur,Rural,25-29,3,2,0,0,0,2,0,0,0,0,6,2,4
F01ST33,33,613,District - Karur,Rural,30-34,4,4,0,0,1,2,1,0,0,0,12,6,6
F01ST33,33,613,District - Karur,Rural,35-39,9,9,1,0,5,2,1,0,0,0,20,9,11
F01ST33,33,613,District - Karur,Rural,40-44,8,8,4,1,1,2,0,0,0,0,9,6,3
F01ST33,33,613,District - Karur,Rural,45-49,6,6,3,0,1,0,1,1,0,0,11,7,4
F01ST33,33,613,District - Karur,Rural,50-54,2,2,0,0,1,1,0,0,0,0,5,4,1
F01ST33,33,613,District - Karur,Rural,55-59,2,2,0,0,1,0,1,0,0,0,6,1,5
F01ST33,33,613,District - Karur,Rural,60-64,3,3,0,0,1,1,1,0,0,0,9,2,7
F01ST33,33,613,District - Karur,Rural,65-69,4,4,0,0,0,0,2,0,1,1,23,8,15
F01ST33,33,613,District - Karur,Rural,70-74,5,5,1,0,0,2,1,0,1,0,16,9,7
F01ST33,33,613,District - Karur,Rural,75-79,0,0,0,0,0,0,0,0,0,0,0,0,0
F01ST33,33,613,District - Karur,Rural,80+,1,1,0,0,1,0,0,0,0,0,2,2,0
F01ST33,33,613,District - Karur,Urban,All Ages,188,117,16,27,48,17,2,3,4,0,221,111,110
F01ST33,33,613,District - Karur,Urban,Less than 15,46,0,0,0,0,0,0,0,0,0,0,0,0
F01ST33,33,613,District - Karur,Urban,15-19,18,3,3,0,0,0,0,0,0,0,0,0,0
F01ST33,33,613,District - Karur,Urban,20-24,13,6,1,3,2,0,0,0,0,0,7,2,5
F01ST33,33,613,District - Karur,Urban,25-29,20,17,2,5,7,3,0,0,0,0,28,15,13
F01ST33,33,613,District - Karur,Urban,30-34,17,17,2,4,10,1,0,0,0,0,27,12,15
F01ST33,33,613,District - Karur,Urban,35-39,18,18,1,4,8,5,0,0,0,0,35,16,19
F01ST33,33,613,District - Karur,Urban,40-44,21,21,1,7,11,2,0,0,0,0,35,14,21
F01ST33,33,613,District - Karur,Urban,45-49,8,8,2,0,4,1,0,1,0,0,16,12,4
F01ST33,33,613,District - Karur,Urban,50-54,11,11,1,3,3,3,1,0,0,0,22,11,11
F01ST33,33,613,District - Karur,Urban,55-59,4,4,0,1,1,1,0,0,1,0,12,6,6
F01ST33,33,613,District - Karur,Urban,60-64,1,1,0,0,0,0,1,0,0,0,4,4,0
F01ST33,33,613,District - Karur,Urban,65-69,2,2,0,0,1,1,0,0,0,0,5,2,3
F01ST33,33,613,District - Karur,Urban,70-74,9,9,3,0,1,0,0,2,3,0,30,17,13
F01ST33,33,613,District - Karur,Urban,75-79,0,0,0,0,0,0,0,0,0,0,0,0,0
F01ST33,33,613,District - Karur,Urban,80+,0,0,0,0,0,0,0,0,0,0,0,0,0
F01ST33,33,614,District - Tiruchirappalli,Total,All Ages,8784,5272,775,855,1493,1191,627,213,64,54,11789,6169,5620
F01ST33,33,614,District - Tiruchirappalli,Total,Less than 15,2252,20,17,1,2,0,0,0,0,0,5,3,2
F01ST33,33,614,District - Tiruchirappalli,Total,15-19,954,138,108,19,8,1,2,0,0,0,46,18,28
F01ST33,33,614,District - Tiruchirappalli,Total,20-24,840,527,218,168,106,26,6,0,0,3,506,291,215
F01ST33,33,614,District - Tiruchirappalli,Total,25-29,812,719,120,188,235,138,29,7,0,2,1241,657,584
F01ST33,33,614,District - Tiruchirappalli,Total,30-34,621,604,43,89,220,170,59,14,5,4,1409,706,703
F01ST33,33,614,District - Tiruchirappalli,Total,35-39,681,677,43,81,224,199,88,32,3,7,1712,900,812
F01ST33,33,614,District - Tiruchirappalli,Total,40-44,659,648,35,74,211,182,100,32,5,9,1699,849,850
F01ST33,33,614,District - Tiruchirappalli,Total,45-49,602,597,34,70,171,182,93,35,10,2,1579,826,753
F01ST33,33,614,District - Tiruchirappalli,Total,50-54,454,453,34,56,128,125,80,17,9,4,1177,635,542
F01ST33,33,614,District - Tiruchirappalli,Total,55-59,319,315,24,43,78,67,69,24,3,7,867,458,409
F01ST33,33,614,District - Tiruchirappalli,Total,60-64,276,274,50,32,57,53,39,30,6,7,696,364,332
F01ST33,33,614,District - Tiruchirappalli,Total,65-69,148,144,22,16,30,24,29,11,9,3,395,209,186
F01ST33,33,614,District - Tiruchirappalli,Total,70-74,86,85,8,7,11,12,27,9,9,2,289,163,126
F01ST33,33,614,District - Tiruchirappalli,Total,75-79,41,41,10,5,9,8,3,0,3,3,102,53,49
F01ST33,33,614,District - Tiruchirappalli,Total,80+,34,30,9,6,3,4,3,2,2,1,66,37,29
F01ST33,33,614,District - Tiruchirappalli,Rural,All Ages,6613,4027,570,640,1111,967,498,165,45,31,9087,4785,4302
F01ST33,33,614,District - Tiruchirappalli,Rural,Less than 15,1740,11,9,1,1,0,0,0,0,0,3,1,2
F01ST33,33,614,District - Tiruchirappalli,Rural,15-19,702,101,78,16,6,1,0,0,0,0,31,13,18
F01ST33,33,614,District - Tiruchirappalli,Rural,20-24,594,413,167,131,87,21,5,0,0,2,404,238,166
F01ST33,33,614,District - Tiruchirappalli,Rural,25-29,583,539,85,128,185,118,18,3,0,2,957,510,447
F01ST33,33,614,District - Tiruchirappalli,Rural,30-34,480,471,34,59,166,147,48,11,5,1,1118,559,559
F01ST33,33,614,District - Tiruchirappalli,Rural,35-39,526,524,28,66,161,168,70,24,3,4,1343,715,628
F01ST33,33,614,District - Tiruchirappalli,Rural,40-44,497,490,23,59,140,142,91,23,4,8,1328,663,665
F01ST33,33,614,District - Tiruchirappalli,Rural,45-49,446,443,28,51,117,138,73,27,8,1,1181,624,557
F01ST33,33,614,District - Tiruchirappalli,Rural,50-54,334,334,22,43,91,96,58,14,7,3,880,485,395
F01ST33,33,614,District - Tiruchirappalli,Rural,55-59,254,253,16,35,66,53,57,20,1,5,696,366,330
F01ST33,33,614,District - Tiruchirappalli,Rural,60-64,224,223,43,30,49,39,30,24,5,3,536,281,255
F01ST33,33,614,District - Tiruchirappalli,Rural,65-69,121,118,19,10,25,23,24,10,5,2,319,165,154
F01ST33,33,614,District - Tiruchirappalli,Rural,70-74,66,66,7,5,8,12,21,8,5,0,211,118,93
F01ST33,33,614,District - Tiruchirappalli,Rural,75-79,26,26,5,3,8,6,2,0,2,0,57,32,25
F01ST33,33,614,District - Tiruchirappalli,Rural,80+,17,15,6,3,1,3,1,1,0,0,23,15,8
F01ST33,33,614,District - Tiruchirappalli,Urban,All Ages,2171,1245,205,215,382,224,129,48,19,23,2702,1384,1318
F01ST33,33,614,District - Tiruchirappalli,Urban,Less than 15,512,9,8,0,1,0,0,0,0,0,2,2,0
F01ST33,33,614,District - Tiruchirappalli,Urban,15-19,252,37,30,3,2,0,2,0,0,0,15,5,10
F01ST33,33,614,District - Tiruchirappalli,Urban,20-24,246,114,51,37,19,5,1,0,0,1,102,53,49
F01ST33,33,614,District - Tiruchirappalli,Urban,25-29,229,180,35,60,50,20,11,4,0,0,284,147,137
F01ST33,33,614,District - Tiruchirappalli,Urban,30-34,141,133,9,30,54,23,11,3,0,3,291,147,144
F01ST33,33,614,District - Tiruchirappalli,Urban,35-39,155,153,15,15,63,31,18,8,0,3,369,185,184
F01ST33,33,614,District - Tiruchirappalli,Urban,40-44,162,158,12,15,71,40,9,9,1,1,371,186,185
F01ST33,33,614,District - Tiruchirappalli,Urban,45-49,156,154,6,19,54,44,20,8,2,1,398,202,196
F01ST33,33,614,District - Tiruchirappalli,Urban,50-54,120,119,12,13,37,29,22,3,2,1,297,150,147
F01ST33,33,614,District - Tiruchirappalli,Urban,55-59,65,62,8,8,12,14,12,4,2,2,171,92,79
F01ST33,33,614,District - Tiruchirappalli,Urban,60-64,52,51,7,2,8,14,9,6,1,4,160,83,77
F01ST33,33,614,District - Tiruchirappalli,Urban,65-69,27,26,3,6,5,1,5,1,4,1,76,44,32
F01ST33,33,614,District - Tiruchirappalli,Urban,70-74,20,19,1,2,3,0,6,1,4,2,78,45,33
F01ST33,33,614,District - Tiruchirappalli,Urban,75-79,15,15,5,2,1,2,1,0,1,3,45,21,24
F01ST33,33,614,District - Tiruchirappalli,Urban,80+,17,15,3,3,2,1,2,1,2,1,43,22,21
F01ST33,33,615,District - Perambalur,Total,All Ages,1292,786,123,144,259,137,73,29,7,14,1664,836,828
F01ST33,33,615,District - Perambalur,Total,Less than 15,344,3,3,0,0,0,0,0,0,0,0,0,0
F01ST33,33,615,District - Perambalur,Total,15-19,133,22,17,4,1,0,0,0,0,0,6,4,2
F01ST33,33,615,District - Perambalur,Total,20-24,119,76,25,31,14,5,0,0,0,1,82,34,48
F01ST33,33,615,District - Perambalur,Total,25-29,106,102,27,15,38,16,5,0,0,1,167,76,91
F01ST33,33,615,District - Perambalur,Total,30-34,79,75,5,9,38,14,8,1,0,0,164,73,91
F01ST33,33,615,District - Perambalur,Total,35-39,119,116,11,19,51,15,12,6,1,1,259,115,144
F01ST33,33,615,District - Perambalur,Total,40-44,80,80,4,15,30,19,9,1,0,2,189,98,91
F01ST33,33,615,District - Perambalur,Total,45-49,79,79,8,10,35,15,7,3,0,1,176,104,72
F01ST33,33,615,District - Perambalur,Total,50-54,77,77,7,12,23,22,6,6,0,1,185,95,90
F01ST33,33,615,District - Perambalur,Total,55-59,41,41,1,10,8,10,6,4,1,1,113,66,47
F01ST33,33,615,District - Perambalur,Total,60-64,55,55,11,11,10,13,6,2,0,2,120,66,54
F01ST33,33,615,District - Perambalur,Total,65-69,23,23,0,3,3,6,6,2,2,1,80,46,34
F01ST33,33,615,District - Perambalur,Total,70-74,23,23,3,3,3,2,7,3,1,1,71,33,38
F01ST33,33,615,District - Perambalur,Total,75-79,6,6,0,1,2,0,1,1,1,0,20,6,14
F01ST33,33,615,District - Perambalur,Total,80+,8,8,1,1,3,0,0,0,1,2,32,20,12
F01ST33,33,615,District - Perambalur,Rural,All Ages,1070,668,108,124,225,113,57,24,6,11,1383,692,691
F01ST33,33,615,District - Perambalur,Rural,Less than 15,268,3,3,0,0,0,0,0,0,0,0,0,0
F01ST33,33,615,District - Perambalur,Rural,15-19,106,17,14,2,1,0,0,0,0,0,4,3,1
F01ST33,33,615,District - Perambalur,Rural,20-24,96,58,22,25,8,2,0,0,0,1,55,26,29
F01ST33,33,615,District - Perambalur,Rural,25-29,88,85,22,14,34,12,2,0,0,1,134,62,72
F01ST33,33,615,District - Perambalur,Rural,30-34,66,62,4,9,33,12,4,0,0,0,127,56,71
F01ST33,33,615,District - Perambalur,Rural,35-39,98,95,10,17,42,14,8,2,1,1,200,88,112
F01ST33,33,615,District - Perambalur,Rural,40-44,66,66,2,11,28,14,8,1,0,2,162,80,82
F01ST33,33,615,District - Perambalur,Rural,45-49,70,70,8,10,31,11,6,3,0,1,152,89,63
F01ST33,33,615,District - Perambalur,Rural,50-54,71,71,7,10,22,21,4,6,0,1,170,85,85
F01ST33,33,615,District - Perambalur,Rural,55-59,38,38,1,9,8,9,6,4,1,0,102,59,43
F01ST33,33,615,District - Perambalur,Rural,60-64,51,51,11,9,9,12,6,2,0,2,113,62,51
F01ST33,33,615,District - Perambalur,Rural,65-69,22,22,0,3,3,5,6,2,2,1,77,43,34
F01ST33,33,615,District - Perambalur,Rural,70-74,21,21,3,3,2,1,7,3,1,1,66,30,36
F01ST33,33,615,District - Perambalur,Rural,75-79,3,3,0,1,1,0,0,1,0,0,8,2,6
F01ST33,33,615,District - Perambalur,Rural,80+,6,6,1,1,3,0,0,0,1,0,13,7,6
F01ST33,33,615,District - Perambalur,Urban,All Ages,222,118,15,20,34,24,16,5,1,3,281,144,137
F01ST33,33,615,District - Perambalur,Urban,Less than 15,76,0,0,0,0,0,0,0,0,0,0,0,0
F01ST33,33,615,District - Perambalur,Urban,15-19,27,5,3,2,0,0,0,0,0,0,2,1,1
F01ST33,33,615,District - Perambalur,Urban,20-24,23,18,3,6,6,3,0,0,0,0,27,8,19
F01ST33,33,615,District - Perambalur,Urban,25-29,18,17,5,1,4,4,3,0,0,0,33,14,19
F01ST33,33,615,District - Perambalur,Urban,30-34,13,13,1,0,5,2,4,1,0,0,37,17,20
F01ST33,33,615,District - Perambalur,Urban,35-39,21,21,1,2,9,1,4,4,0,0,59,27,32
F01ST33,33,615,District - Perambalur,Urban,40-44,14,14,2,4,2,5,1,0,0,0,27,18,9
F01ST33,33,615,District - Perambalur,Urban,45-49,9,9,0,0,4,4,1,0,0,0,24,15,9
F01ST33,33,615,District - Perambalur,Urban,50-54,6,6,0,2,1,1,2,0,0,0,15,10,5
F01ST33,33,615,District - Perambalur,Urban,55-59,3,3,0,1,0,1,0,0,0,1,11,7,4
F01ST33,33,615,District - Perambalur,Urban,60-64,4,4,0,2,1,1,0,0,0,0,7,4,3
F01ST33,33,615,District - Perambalur,Urban,65-69,1,1,0,0,0,1,0,0,0,0,3,3,0
F01ST33,33,615,District - Perambalur,Urban,70-74,2,2,0,0,1,1,0,0,0,0,5,3,2
F01ST33,33,615,District - Perambalur,Urban,75-79,3,3,0,0,1,0,1,0,1,0,12,4,8
F01ST33,33,615,District - Perambalur,Urban,80+,2,2,0,0,0,0,0,0,0,2,19,13,6
F01ST33,33,616,District - Ariyalur,Total,All Ages,5448,3296,512,612,838,697,350,163,78,46,7420,3513,3907
F01ST33,33,616,District - Ariyalur,Total,Less than 15,1641,22,18,1,3,0,0,0,0,0,7,3,4
F01ST33,33,616,District - Ariyalur,Total,15-19,488,97,64,17,8,4,4,0,0,0,61,32,29
F01ST33,33,616,District - Ariyalur,Total,20-24,439,342,99,107,82,39,12,2,0,1,454,203,251
F01ST33,33,616,District - Ariyalur,Total,25-29,435,419,47,77,140,102,31,12,5,5,917,409,508
F01ST33,33,616,District - Ariyalur,Total,30-34,386,380,31,58,97,116,42,20,9,7,976,456,520
F01ST33,33,616,District - Ariyalur,Total,35-39,454,450,46,50,113,126,74,24,13,4,1181,568,613
F01ST33,33,616,District - Ariyalur,Total,40-44,345,341,39,61,105,70,35,22,5,4,795,388,407
F01ST33,33,616,District - Ariyalur,Total,45-49,349,345,32,60,91,88,37,22,10,5,860,412,448
F01ST33,33,616,District - Ariyalur,Total,50-54,261,261,33,58,62,56,31,12,7,2,591,274,317
F01ST33,33,616,District - Ariyalur,Total,55-59,198,198,30,41,43,34,27,14,7,2,471,260,211
F01ST33,33,616,District - Ariyalur,Total,60-64,188,183,28,37,36,27,28,13,9,5,456,206,250
F01ST33,33,616,District - Ariyalur,Total,65-69,108,107,20,19,28,14,10,10,5,1,244,112,132
F01ST33,33,616,District - Ariyalur,Total,70-74,89,86,16,12,19,11,9,8,5,6,233,108,125
F01ST33,33,616,District - Ariyalur,Total,75-79,32,32,5,5,6,5,4,3,1,3,90,42,48
F01ST33,33,616,District - Ariyalur,Total,80+,33,33,4,9,5,5,6,1,2,1,84,40,44
F01ST33,33,616,District - Ariyalur,Rural,All Ages,5049,3060,476,572,779,648,320,148,74,43,6872,3244,3628
